USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.1 168952  6032 ?        Ss   12:06   0:03 /sbin/init splash
root      154592  0.0  0.0      0     0 ?        I    17:49   0:00 [kworker/4:0-mm_percpu_wq]
root      154658  0.0  0.0      0     0 ?        I    17:49   0:00 [kworker/10:0]
root      154724  0.0  0.0      0     0 ?        I    17:49   0:00 [kworker/3:0]
erekle    154842  7.3  2.1 38600040 130028 ?     SLsl 17:50   0:03 /snap/code/118/usr/share/code/code --no-sandbox --enable-crashpad .
erekle    154844  0.0  0.7 33970172 45544 ?      S    17:50   0:00 /snap/code/118/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox --enable-crashpad --enable-crashpad
erekle    154845  0.0  0.7 33970160 44736 ?      S    17:50   0:00 /snap/code/118/usr/share/code/code --type=zygote --no-sandbox --enable-crashpad --enable-crashpad
erekle    154866  0.0  0.0 33585760 1068 ?       Sl   17:50   0:00 /snap/code/118/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/erekle/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=c323e3d6-3b46-4e0b-9509-304e854271ca&iid=c323e3d6-3b46-4e0b-9509-304e854271ca&sid=c323e3d6-3b46-4e0b-9509-304e854271ca --annotation=IsOfficialBuild=1 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.75.0 --annotation=exe=/snap/code/118/usr/share/code/code --no-sandbox --enable-crashpad . --annotation=lsb-release=Ubuntu 22.10 --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=19.1.9 --initial-client-fd=44 --shared-client-connection
erekle    154917  3.1  1.0 34040068 60468 ?      Sl   17:50   0:01 /snap/code/118/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --enable-crashpad --crashpad-handler-pid=154866 --enable-crash-reporter=ae033330-01c4-4da4-b7e4-fea65549029b,no_channel --user-data-dir=/home/erekle/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,4329014941117378147,13967225421172215692,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --enable-crashpad
erekle    154942 19.5  4.8 57464080 284304 ?     Rl   17:50   0:09 /snap/code/118/usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=154866 --enable-crash-reporter=ae033330-01c4-4da4-b7e4-fea65549029b,no_channel --user-data-dir=/home/erekle/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/snap/code/118/usr/share/code/resources/app --no-sandbox --no-zygote --enable-blink-features=HighlightAPI --no-sandbox --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --launch-time-ticks=15967284020 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,4329014941117378147,13967225421172215692,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:d60166dd-8428-4f6c-b62b-205df8d497a5 --enable-crashpad
erekle    154957  2.3  1.8 34428844 109076 ?     Sl   17:50   0:01 /snap/code/118/usr/share/code/code --type=gpu-process --no-sandbox --enable-crashpad --crashpad-handler-pid=154866 --enable-crash-reporter=ae033330-01c4-4da4-b7e4-fea65549029b,no_channel --user-data-dir=/home/erekle/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=0,i,4329014941117378147,13967225421172215692,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
erekle    155003 33.2  2.6 46918876 153840 ?     Sl   17:50   0:14 /snap/code/118/usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=154866 --enable-crash-reporter=ae033330-01c4-4da4-b7e4-fea65549029b,no_channel --user-data-dir=/home/erekle/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/snap/code/118/usr/share/code/resources/app --no-sandbox --no-zygote --node-integration-in-worker --no-sandbox --disable-gpu-compositing --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --launch-time-ticks=15967974308 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,4329014941117378147,13967225421172215692,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:634ed973-64ec-4c65-b589-d1dcf5e1534d --vscode-window-kind=shared-process --enable-crashpad
erekle    155017 10.8  4.7 38415288 283456 ?     Sl   17:50   0:04 /snap/code/118/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --inspect-port=0 --enable-crashpad --crashpad-handler-pid=154866 --enable-crash-reporter=ae033330-01c4-4da4-b7e4-fea65549029b,no_channel --user-data-dir=/home/erekle/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,4329014941117378147,13967225421172215692,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --enable-crashpad
erekle    155037  0.7  1.3 38379612 79836 ?      Sl   17:50   0:00 /snap/code/118/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/118/usr/share/code/resources/app/out/bootstrap-fork --type=ptyHost --logsPath /home/erekle/.config/Code/logs/20230208T175002
erekle    155135  0.7  1.2 38383580 76648 ?      Sl   17:50   0:00 /snap/code/118/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/118/usr/share/code/resources/app/out/bootstrap-fork --type=fileWatcher
erekle    155221  0.4  1.2 38333776 72236 ?      Sl   17:50   0:00 /snap/code/118/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/118/usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=155017
root      155488  0.0  0.0      0     0 ?        I    17:50   0:00 [kworker/u32:4-flush-259:0]
root      155489  0.0  0.0      0     0 ?        I    17:50   0:00 [kworker/u32:6-flush-259:0]
erekle    155698  0.0  0.0   7572  5440 ?        S    17:50   0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
erekle    155741 21.0  0.1  16196  9780 pts/2    Ss   17:50   0:00 zsh
erekle    155751  0.0  0.0  14100  5192 pts/2    S    17:50   0:00 zsh
erekle    155753  0.0  0.0  13952  4396 pts/2    S    17:50   0:00 zsh
erekle    155795  0.0  0.0  15508  5668 pts/2    S    17:50   0:00 zsh
erekle    155796  0.0  0.0  15492  4212 pts/2    S    17:50   0:00 zsh
erekle    155798  0.0  0.0   5832  1152 pts/2    Sl   17:50   0:00 /home/erekle/.cache/gitstatus/gitstatusd-linux-x86_64 -G v1.5.4 -s -1 -u -1 -d -1 -c -1 -m -1 -v FATAL -t 24
erekle    155823  0.0  0.0   8224  1016 pts/2    S    17:50   0:00 sleep 5
erekle    155827  0.0  0.1  16768  9648 pts/2    S+   17:50   0:00 python -u /home/erekle/Desktop/devops-course/hw2/subproc.py
erekle    155828  0.0  0.0   2740   964 pts/2    S+   17:50   0:00 /bin/sh -c ps aux
erekle    155829  0.0  0.0  12480  3452 pts/2    R+   17:50   0:00 ps aux
